"","X","Y","Z"
"18204",1.2383254,2.1081455,0.633184
"31094",0.5577421,2.6996574,2.8021125
"6768",0.849912,3.118757,3.4246257
"15677",0.5698443,1.81252026,0.654486
"44127",0.92507263,3.036877,1.9121183
"3245",1.2273354,2.779647,3.720883
"28012",0.6474195,3.018427,1.8681787
"18922",0.7735365,2.748282,0.946442000000001
"14706",0.5564403,0.894043,0.411538999999999
"4187",0.93872838,2.223771,3.794129
"36406",0.8144352,2.826824,2.3792816
"15623",0.573809,1.922361,0.687387000000001
"12718",1.3038772,0.444305,0.767882
"17177",1.7100332,2.1849116,0.851597999999999
"10895",1.3849189,0.214854,0.864917999999999
"23266",1.5228052,2.2079254,2.1635918
"6289",0.89581538,3.001075,3.5386901
"23579",1.1783779,1.73883117,2.47892987
"4401",1.3243799,3.151061,3.3684532
"10891",1.3482086,1.0039183,0.898130999999999
"44098",0.90925798,3.053106,1.909904
"43461",0.92648114,3.022429,1.5762043
"32240",0.7491606,2.747026,2.61094877
"17307",1.5311532,2.5133578,0.88452
"26100",0.562036,2.724101,2.1998442
"23329",1.144469,1.80102794,2.55340608
"44176",0.87482583,3.043732,2.0002277
"31326",0.6735676,2.799212,2.7294082
"16749",0.9334727,2.843167,1.185408
"29743",0.800437,0.374051,2.3779988
"37670",0.8491034,2.919689,1.241802
"32675",0.5667558,1.8488058,2.58261388
"8243",0.7310515,3.218885,3.2062333
"10975",1.3473,1.1131359,0.892264000000001
"47778",1.2208425,0.9497785,2.8559176
"28066",0.5185558,2.925946,1.8510979
"16239",0.6474702,0.237354,0.277625
"8508",1.04062377,2.949817,3.4432328
"783",0.8130417,2.727368,3.3228799
"30624",0.7710698,0.44057,2.366705
"7214",1.153125,3.350357,3.2729989
"2638",1.8199717,1.9739543,4.526622
"28632",0.3758808,2.6745994,1.463838
"38948",1.1176013,2.7099638,2.7046973
"5856",0.0965802999999998,1.9702889,4.489424
"29599",0.8464187,0.078932,2.3560583
"22738",1.6911897,2.5121247,1.5823336
"16496",0.4557747,0.00986799999999999,0.244465999999999
"33662",0.4695564,1.3660571,2.57119532
"31180",0.7160527,1.1888596,2.51185477
"28094",0.3758529,2.5581587,1.321704
"35945",1.1555711,3.009751,1.8302943
"9430",0.9834298,1.8976549,0.14171
"19852",0.5511845,2.5747411,0.982589000000001
"19276",0.8324946,2.1852148,0.806258
"12262",1.4160346,0.872375,0.681768
"45075",1.2926306,0.518257,3.0526445
"16617",1.0650941,2.814699,1.089596
"33292",0.5273725,2.3616528,2.63764561
"13100",1.4575062,1.9984335,0.545111
"30522",0.5878173,0.373688,2.3406877
"47781",1.4468051,2.3467372,2.59695095
"26507",0.5408584,1.9652745,2.3303195
"17446",1.4491396,2.5473539,0.842558
"6359",0.90435153,3.039074,3.511562
"5392",0.5960714,2.0712196,4.006101
"28748",0.6133454,2.6836343,1.088102
"43523",0.91172367,3.006685,1.507355
"41463",0.96124998,2.822032,2.1971658
"44501",1.01738983,2.915735,2.1149395
"20256",0.6130099,2.2830092,0.766076
"47597",1.3165929,1.4783653,2.7577062
"36065",1.096463,3.007414,1.7245667
"10447",1.3696998,0.0369169999999999,1.069464
"555",1.1247979,2.3969535,3.2783082
"18761",1.1835599,2.0888689,0.53083
"26148",0.3592229,2.2446337,1.8856973
"9389",1.00442608,1.76496925,0.134892000000001
"43812",0.965783608,2.875455,1.8242942
"31563",0.6017403,2.2983362,2.7856179
"36360",0.91056151,2.828435,2.3257683
"22366",1.1471534,1.9240611,2.6971924
"41812",0.98470162,3.269385,1.9656828
"13619",0.6464748,2.1350337,0.683834000000001
"28840",0.5222197,2.5877844,1.081719
"18670",0.7840077,2.72959,0.999841
"11306",1.4168178,0.8806797,0.759651999999999
"37948",1.01714387,3.033064,1.95343
"8957",1.772837,2.3480958,4.912475
"6896",0.6978156,2.828269,3.4280965
"9481",0.99366766,1.79147289,0.113909
"19012",0.9745319,2.6074022,0.687844999999999
"23325",1.4337812,1.8970548,2.2439903
"11782",1.3228353,1.0160983,0.814442
"46607",1.4327617,1.1583042,2.7317496
"45051",1.3121088,0.362371,3.0362957
"44879",1.3708699,0.517658,2.9940376
"544",1.1103843,2.3866388,3.3066542
"8081",0.87959235,3.09101,3.137326
"15892",0.5332304,2.0261824,0.70908
"47375",1.2684058,0.9603724,2.8268308
"10123",1.00706606,2.2994211,0.379121
"173",1.2412762,2.5875019,3.3821667
"36813",0.90528069,2.855943,2.3304717
"43562",0.90303395,3.049501,1.6179775
"26466",0.3602673,2.3421974,1.8905923
"26303",0.4225255,2.724984,1.8896963
"35855",1.1135099,3.033632,1.9948334
"19505",1.03433232,1.9916673,0.530775999999999
"36839",0.8090849,2.791521,2.4032742
"34991",1.2829002,3.047363,1.8679902
"33335",0.4554789,2.2111903,2.6448659
"11091",1.335643,0.26053,0.888892999999999
"33841",0.4867279,2.6335823,2.52319245
"29116",0.7465073,0.108686,2.4272215
"44686",1.3290336,0.071053,3.1172041
"49196",1.2363997,2.994664,2.60397227
"33235",0.715965,1.4029772,2.44151739
"36554",0.847495,2.742406,2.48953983
"42938",1.03810499,2.819403,1.310374
"25812",0.903933,2.1941887,2.7633229
"8766",0.5700641,2.785598,5.064546
"12719",1.2685345,0.322091,0.794491000000001
"40662",1.02264944,2.7059363,2.44648975
"16929",0.963166472,2.843529,1.043515
"29515",0.7454194,0.664266,2.3805025
"16875",0.9236189,2.6667058,1.09809
"36826",0.8516436,2.888193,2.3151546
"7118",1.3278607,3.201455,3.1820314
"18068",1.05372052,2.736099,0.882785
"25800",0.8935862,2.1681771,2.791611
"13950",0.6439266,1.5307819,0.552901
"3373",1.205932,2.938475,3.70049
"1947",1.1148571,2.555318,3.6258
"44852",1.3602657,0.20455,3.0129845
"47361",1.4393005,2.795125,2.6518033
"36649",0.8204259,2.6096439,2.61373343
"40772",0.93663804,2.883805,2.51535367
"31977",0.7025677,0.8188849,2.3997143
"34571",0.8127475,2.926444,3.0666062
"25212",0.5514678,1.8773501,2.2570429
"7288",1.1450335,2.853663,3.2410927
"9211",1.04008655,1.8878843,0.188465000000001
"22454",1.3924589,2.916544,1.35897
"46345",1.4058849,2.3232735,2.786629
"2147",1.02964421,3.439287,3.3150459
"48046",1.4615086,2.3221381,2.55735622
"36767",0.87507247,2.975438,1.5419939
"16173",0.6452286,0.0929380000000002,0.332267999999999
"26091",0.513296,2.4555244,2.3227743
"5465",0.968163549,3.101744,3.593451
"40258",0.838689,2.727934,2.748217
"12933",1.2672299,0.351338,0.778248
"26693",0.3551483,2.3303281,1.8659564
"32307",0.5818208,2.1267891,2.8298498
"1479",0.950329202,2.5470209,3.3643091
"22024",1.3575274,2.1170422,2.44152775
"17036",0.94468361,2.800656,0.984397
"33774",0.4048024,2.1906845,2.6722126
"36661",0.91917781,2.6799435,2.6805703
"43518",1.03683033,2.833484,2.2072422
"14843",0.5845822,0.0757310000000002,0.336037000000001
"8491",1.04936035,2.916476,3.4937308
"35524",1.1778344,2.733103,2.45490247
"48008",1.3882988,2.040664,2.6441418
"12074",1.3024321,0.198133,0.822611
"11333",1.442792,0.281166,0.740750999999999
"7607",1.01804764,2.6975955,3.2641855
"2384",1.5801554,2.0315312,4.182981
"25235",0.8062293,1.80749408,2.56190307
"6487",0.87225389,2.693725,3.5059659
"9653",0.963761724,1.9318488,0.199674999999999
"49000",1.5046858,2.756823,2.3879224
"29026",0.7223281,0.518138,2.45580037
"6676",0.9163627,2.5539917,3.3737333
"30787",0.7759263,1.2308893,2.48130061
"4827",1.1091953,3.165259,3.5234475
"12181",0.5818479,0.7791795,0.282408
"683",0.9064691,2.4167626,3.2702781
"40753",0.960233641,3.010304,2.137208
"26005",0.91386757,1.79005349,2.59578764
"9445",1.015254,2.4749144,0.57089
"32546",0.5087138,2.5323167,2.55183802
"26416",0.4039306,2.1107947,1.9561045
"25045",1.3279433,2.761868,1.101962
"7593",1.04212192,3.088222,3.2492102
"4122",1.03269351,2.6610042,3.722695
"47570",1.2453638,1.0047645,2.8462997
"47861",1.5241243,2.829068,2.3515078
"17566",1.2676667,2.6892061,0.931448
"34775",1.1106565,2.908721,1.233969
"33156",0.593655,0.7541006,2.4022486
"41270",0.87116846,2.88189,2.3994531
"3306",1.2124512,2.2589838,3.706277
"35203",1.1078118,2.6200059,2.70807
"26714",0.3419862,2.291035,1.7521366
"44555",0.89247795,2.744797,2.6450443
"2805",1.2367935,2.2038284,3.928487
"35216",1.1948721,2.6658118,2.60125387
"15773",0.7417622,0.122307,0.229388
"43103",0.88115892,3.001811,1.417879
"26419",0.357987,2.2657336,1.7109306
"25886",0.87175999,2.2195915,2.7330727
"47472",1.1601202,0.241794,2.9415965
"27750",0.6146858,2.937235,2.0466838
"4921",1.315408,2.958444,3.2873285
"33492",0.5441074,2.2108752,2.56923629
"40281",0.9031785,2.73395,2.51876826
"13499",0.7503487,2.0799447,0.794194000000001
"48591",1.0605128,0.136162,2.9456412
"6764",0.90148338,2.5796163,3.3681325
"44596",1.0760966,0.111382,3.0714727
"12456",1.222636,0.147472,0.873685
"26353",0.6789722,1.82188092,2.3666274
"44142",0.90006974,3.045499,1.9676959
"28963",0.8071233,0.268511999999999,2.288001
"42780",1.03348879,2.861423,1.36678
"15008",0.7038069,0.241554,0.15911
"6237",0.9894116,2.5784477,3.4421346
"5045",1.2398745,2.945837,3.3518134
"27970",0.5523406,2.5803502,2.3395832
"16389",0.6634451,0.257131,0.0814979999999998
"43665",0.97629226,2.881806,1.7709523
"19682",0.956796985,1.998024,0.571163
"47860",1.3307539,2.262901,2.7240503
"36385",0.87965235,2.824043,2.3324583
"29059",0.719471,0.0175539999999996,2.51716804
"13565",0.6700902,2.0631694,0.780937
"20295",0.7299967,2.1853811,0.615886
"29045",0.6353197,0.320431,2.2980137
"29235",0.8350734,0.405306,2.3260214
"29098",0.7640907,0.291749,2.2693482
"40128",0.98096617,3.053017,2.63696965
"28596",0.7202037,2.795973,1.1193
"28834",0.4635804,2.5964014,1.151446
"41054",1.00569409,3.175165,2.3333457
"7091",1.311039,2.884181,3.2299857
"19706",0.6572638,2.5479306,0.891781
"12893",1.342295,1.0143345,0.690912000000001
"41529",0.99645398,2.843168,2.0982893
"28708",0.5783337,2.7203539,1.148505
"87",0.8238731,2.6911201,3.2790157
"42208",1.05800232,3.050511,1.5777877
"32341",0.4723947,2.2623718,2.7845995
"9185",1.05784417,2.198817,0.345376999999999
"696",0.966332999,1.5047202,0.140751
"47105",1.4176071,2.477462,2.6756072
"4676",1.138285,2.955275,3.5344113
"12401",1.1942367,0.0651919999999997,0.905422
"27728",0.6492625,2.900985,2.1025435
"5262",1.3137912,2.855483,3.2597039
"23286",1.5086867,2.827516,1.8177589
"22394",1.6597455,2.2744907,1.7734864
"35138",1.1185746,2.6064152,2.7027407
"27037",0.5870576,1.9965337,2.358173
"31199",0.6935172,2.758707,2.538379438
"43734",1.0415824,2.940883,1.8787108
"7490",1.04827326,3.219131,3.2726678
"35230",1.1254814,2.6452153,2.6787648
"11538",1.2398833,0.0900410000000003,0.933104
"44938",1.2888664,0.609681999999999,3.0758609
"24868",1.147592,2.911761,1.253245
"7060",1.3553578,3.02463,3.20825
"9132",0.9808026,1.74235104,0.125131
"3822",1.0959104,2.951491,3.689769
"1059",0.7806169,2.7204294,3.2177438
"43142",1.03949225,2.942352,1.234928
"17537",1.422037,2.2407052,0.788219
"18418",1.0770295,2.1500593,0.726137999999999
"17265",1.582436,2.4664218,0.878783
"8577",0.0628587,2.3678959,4.927339
"21565",1.1422749,2.4024406,2.7276341
"27243",0.5107965,2.4618042,2.3137408
"4782",1.861574,2.0538794,4.647301
"43453",0.90806473,3.068887,1.8093446
"20491",0.4331942,2.4350519,0.863734000000001
"8709",0.2049508,2.0030937,4.555769
"46488",1.3182744,2.1343539,2.8645524
"48313",1.3226666,0.389236,2.9236654
"11299",1.3927157,0.9639072,0.792292
"39707",1.1088714,2.78886,2.56472884
"32945",0.5322109,2.832618,2.4382024
"46278",1.4972584,2.2299673,2.6857852
"47288",1.1436425,0.669570999999999,2.9686333
"23949",1.6959347,2.4060175,1.651489
"44151",0.8753119,3.000004,2.1536865
"73",0.7638227,2.6244155,3.2631243
"15472",0.4978462,0.0502079999999996,0.195395
"21137",1.5917343,2.768665,1.518416
"37527",0.90614233,2.955221,1.449094
"29625",0.7077227,0.0505209999999998,2.49852797
"39031",0.90332437,2.802936,2.9247204
"17573",1.3202662,2.5766591,0.872024
"30114",0.7805694,0.360217,2.3076417
"41592",1.03929463,3.259689,2.0315888
"45864",1.3861401,2.2220993,2.8541648
"20412",0.93965218,1.9757343,0.345138
"29660",0.5785317,0.285335,2.368612
"31383",0.7550906,1.3204064,2.56625636
"44944",1.2624052,0.144271,3.0462993
"38053",1.02400923,2.955855,1.7835423
"11215",1.3514673,0.412177,0.849558
"26388",0.4907942,2.5828768,1.124549
"23972",1.56127,2.4874272,2.0050048
"18874",1.01390195,2.4995858,0.681061
"9701",1.00258663,1.9109649,0.128565999999999
"5164",0.97935428,2.966224,3.616238
"1708",0.3850016,2.767453,5.078113
"5712",1.02421457,3.223971,3.4774904
"14163",0.6013995,1.3326087,0.487826
"42292",1.00010634,3.044403,1.6617923
"13706",0.6825322,1.8289665,0.629301999999999
"3174",1.1047974,2.3512324,3.861584
"26513",0.6834316,1.8580185,2.46324892
"5369",0.87637297,2.969624,3.567034
"16270",0.5993512,0.176945,0.296659
"21962",1.387768,2.4214826,2.4233818
"28591",0.3224819,2.4104501,1.5660091
"44869",1.5350985,2.2135284,2.8208056
"18335",1.1687117,2.1595068,0.661567999999999
"18512",1.0648635,2.6208656,0.718925
"26045",0.8385025,1.9489408,2.6577423
"9077",0.94925041,1.7532544,0.161498999999999
"1836",0.1716179,2.4757958,4.881389
"27740",0.6993338,2.957831,2.0457262
"4653",1.1351153,3.154338,3.5255749
"1256",1.8513376,2.4500712,4.910877
"34609",0.8052749,2.907663,3.0188967
"29561",0.7150873,0.0351499999999998,2.52288367
"13174",1.2950733,0.8433464,0.714478
"42585",0.97795748,3.017178,1.494725
"8844",1.5461114,2.6384344,5.038052
"14531",0.5628908,1.0837053,0.438403000000001
"37462",0.7231051,3.042873,1.7779863
"20600",0.2958065,2.1457096,0.963483
"27646",0.4376383,2.0813835,2.095214
"9720",0.97111266,1.9347751,0.16625
"38839",0.93360329,2.743234,2.934805
"47962",1.0957338,0.167181,2.9887108
"3760",1.2419059,2.774829,3.560326
"11160",1.4225299,0.258255999999999,0.77712
"3102",1.2659088,2.858324,3.717108
"29054",0.5129085,0.110997,2.296681
"12865",1.283717,0.384662,0.771658
"34395",1.0296531,2.963787,2.9790465
"21811",1.0927368,2.2667379,2.7572951
"18502",0.8818397,2.5796672,0.938531000000001
"23248",1.6879243,2.4396978,1.6132807
"11027",1.420255,0.9263019,0.804991000000001
"45820",1.4365802,2.2424066,2.8016293
"13440",1.3472013,0.127566,0.86429
"14121",0.7271599,0.8824494,0.386447
"9872",1.00798706,2.0092749,0.195767
"19028",0.94573663,2.0358978,0.707279
"42789",1.0620569,2.981419,1.324333
"33985",0.4220226,2.745633,2.4392543
"23140",1.5168074,2.5031855,2.1754495
"16450",0.5561504,0.193642,0.146512
"43834",1.02342097,2.907699,1.8250163
"37881",1.00888474,3.126588,2.2259099
"8859",1.7232035,1.9756135,4.484993
"7197",1.2927343,3.146811,3.1547464
"17372",1.4791546,2.5012883,0.872102
"38789",1.0682258,2.746031,2.8022051
"33451",0.4441579,2.2288631,2.6896336
"43951",1.03402966,2.904533,2.8699286
"43656",1.3392388,2.74071,2.46984235
"31934",0.5059476,1.2666524,2.3514656
"14998",0.5491688,0.9291104,0.329295999999999
"47540",1.3519085,1.0631363,2.7311145
"11512",1.3965277,0.9868524,0.76599
"15271",0.5648719,0.529596,0.190417
"11631",1.3876764,0.7726559,0.748563000000001
"31275",0.6143078,2.6548131,2.8234976
"16610",1.03818659,2.7204229,1.117797
"14773",0.5583518,0.9327959,0.378461
"334",1.04744168,2.275763,3.4914738
"24059",1.6490268,2.2186179,1.8803704
"18970",0.98733693,2.6049928,0.700934999999999
"43418",1.0621573,2.964793,1.311974
"48758",1.3616369,1.230164,2.5798097
"41892",0.967391401,3.043205,1.9434575
"24763",1.4521424,2.901965,1.450061
"16795",0.93891073,2.834635,1.123148
"22320",1.4646636,1.8547496,2.1722999
"47910",1.4396027,2.186877,2.58566011
"44946",1.3078058,0.0494669999999999,3.1723291
"5129",1.1637919,3.346517,3.4296898
"18321",0.90857364,2.5725057,0.933994999999999
"23633",1.02127275,1.6218996,2.3544839
"31149",0.6277439,1.824905,2.63274303
"892",0.6208499,2.767133,2.56740149
"42179",1.0901641,3.032963,2.07751
"24804",1.285172,2.996026,1.5522981
"24482",1.385997,2.916172,2.0533755
"45819",1.2992188,0.485839,2.9451105
"29760",0.834061,0.502087,2.3215934
"3710",1.3781057,2.862881,3.4253657
"27161",0.5497896,2.3233749,2.3407055
"7457",1.1558945,3.198475,3.1580362
"30643",0.8441098,0.0231589999999997,2.4401875
"48808",1.3867291,2.933299,2.57341622
"43036",1.02178566,2.809388,1.296043
"11601",1.4541209,1.161933,0.669653
"17194",1.6638061,2.390679,0.87358
"43768",1.02144779,2.868404,1.6138493
"40557",1.01744043,2.959797,2.48307605
"16537",1.03573872,2.762026,1.176515
"20995",1.34132,2.806062,2.2655474
"28898",0.7250978,0.0336730000000003,2.55809314
"14722",0.7056079,0.274914,0.244192999999999
"17883",1.1290492,2.6757253,0.84918
"37882",0.94105405,2.953107,2.2989412
"9958",0.97386064,2.1875471,0.259668
"15321",0.5943745,0.383404,0.137836999999999
"4517",1.2966161,2.865357,3.2683213
"20019",0.98027462,1.987473,0.452672
"29414",0.5614032,0.232206,2.3561186
"6041",1.00807032,2.5869282,3.456007
"45398",1.4521074,1.3650655,2.8214777
"41996",0.9473147,3.033923,1.8724592
"34295",0.94213905,2.819488,3.0325221
"24216",1.607794,2.5187295,1.8988386
"17198",1.6402473,2.4069868,0.885781999999999
"21832",1.2433864,2.4986929,2.57870159
"41111",1.03724844,2.813434,2.2890583
"518",0.93386057,2.3259382,3.5090521
"26604",0.6607104,1.9538143,2.45759078
"16758",0.98857193,2.6724124,1.092123
"10896",1.2643562,0.0391120000000003,1.00586
"29915",0.7377843,0.581242,2.4139996
"29791",0.7106791,0.490618,2.364734
"20604",0.3921717,2.3999252,0.851597999999999
"26297",0.7525077,2.803514,1.114928
"25129",1.5104275,2.1590766,2.1989028
"34275",1.0741775,2.941628,3.0083788
"42325",0.93136552,3.039275,1.6964915
"8661",0.112167,2.1232828,4.73061
"24034",1.3053023,1.76208382,2.2550502
"31106",0.611011,2.5435219,2.63765281
"3072",1.284391,2.824091,3.708759
"5570",1.1454214,2.5910942,3.3733286
"18950",0.96228415,2.1357392,0.719854
"38055",1.02120813,2.9375,1.7761475
"21127",1.6388882,2.6990503,1.497857
"21094",1.4371267,2.943693,1.7454378
"45049",1.5485448,1.4943264,2.776151
"12820",1.3371745,1.5005416,0.712264000000001
"28697",0.6528496,2.7362,1.100245
"1534",0.0243474999999997,2.3317356,4.884541
"22272",1.380394,2.43299,2.4004063
"25306",0.3388859,2.490493,1.503507
"45577",1.4022054,1.914805,2.8583032
"6701",0.7790302,3.071164,3.540981
"21256",1.4959253,2.930856,1.7218108
"36731",0.8311791,2.5802299,2.6607137
"14061",0.5618489,1.3474171,0.590571000000001
"14787",0.7957394,2.886296,3.0456544
"13689",0.7174948,2.11692,0.605644999999999
"7570",1.1225803,3.159115,3.1691567
"2215",1.387361,2.6077578,2.530755104
"22133",1.2204468,2.519955,2.58593166
"17474",1.3345313,2.7076943,0.940115
"48547",1.3635438,2.2622082,2.62400985
"40410",1.05577929,2.867055,2.49327943
"39645",0.989136,3.044967,1.8973629
"37717",0.7108479,2.952482,1.332447
"11013",1.3962677,1.1874555,0.827194
"35707",1.2131518,2.892102,2.2908582
"16198",0.6632227,0.421518,0.292161
"9756",0.99297789,1.5548337,0.155315
"46524",1.2463676,0.391090999999999,2.9296072
"7145",1.2783261,2.892198,3.2390915
"30840",0.7477877,1.0254415,2.47646407
"48367",1.4370318,2.81992,2.4009719
"40559",1.0682685,2.758326,2.45343474
"12625",1.2861331,0.7775706,0.783370999999999
"10468",1.5104751,0.0136039999999999,0.882567999999999
"15339",0.5712321,0.456024,0.160482
"24887",1.5303479,2.634663,1.161351
"20921",1.6312919,2.2124304,1.8343051
"26213",0.3786238,2.5746727,1.277391
"14735",0.7311293,0.212218,0.201604
"2922",1.2128632,2.3738111,3.87917
"22338",1.4845497,1.9131428,2.2162615
"4331",0.88535881,2.5170342,3.838274
"40304",0.88584186,2.986973,2.1526314
"18440",0.9009729,2.5978638,0.931020999999999
"34601",0.87137221,2.873719,2.9651361
"38050",1.0626689,3.042721,2.0928192
"41320",0.99396932,3.069854,2.2234476
"28231",0.5430907,2.970963,1.6352301
"49347",1.2739626,3.009649,2.3786418
"2042",1.8285017,2.1500186,4.542286
"38685",1.0938987,2.845837,2.8205783
"11109",1.4437406,0.251412,0.75315
"40165",0.89613108,2.991054,2.1895334
"40500",0.969882216,2.862936,2.5774901
"35351",1.2848311,2.6879341,2.45533588
"841",1.2187014,2.765908,3.2601779
"1383",0.97622976,2.2751263,3.77129
"45306",1.5381273,2.6937723,2.62331363
"11021",1.4120453,0.303594,0.804584999999999
"20771",1.2949317,2.881801,1.263069
"9009",1.8520442,2.2355816,4.841104
"26341",0.6520025,1.8528841,2.3977998
"25293",0.834,1.7087801,2.352863
"15272",0.5995336,0.171744,0.155984999999999
"34243",1.04428307,2.826577,3.1007989
"12821",1.466182,2.0386157,0.578478
"8697",0.1683562,1.9767131,4.560846
"30595",0.5110542,0.0772960000000005,2.3586002
"5681",0.7771615,2.917665,3.2093913
"14168",0.5292241,1.69130799,0.596544999999999
"19750",1.03650751,2.66829,0.826091999999999
"9261",1.02443341,2.2040974,0.340838
"11561",1.3155935,1.1042938,0.837078999999999
"40492",0.93080319,2.695133,2.60959916
"21496",1.01287083,2.1084966,2.8673107
"19431",0.6719416,2.6678452,0.937078
"36439",0.7615197,2.6935971,2.543644793
"12685",1.3880078,0.237665,0.662877999999999
"40303",1.04206579,2.7003072,2.52979689
"43610",0.92862767,2.939844,1.7712966
"19052",1.1569112,2.1101446,0.463072
"28959",0.5716806,0.345559,2.2709651
"14285",0.5715921,1.4709858,0.509491000000001
"997",0.8326646,2.6245069,3.2431978
"46396",1.4179015,2.2636122,2.7633638
"18429",0.98044221,2.548198,0.828424999999999
"2794",1.3049728,2.0581624,3.849031
"1356",0.8516312,3.382408,3.3430351
"4893",1.0670648,2.6115526,3.58908
"8650",0.2387753,2.5796189,5.038991
"36026",1.1155176,2.997321,1.5615777
"20132",0.98237276,2.725089,0.913132000000001
"3926",1.2337238,2.930218,3.5277277
"19204",0.8077863,2.4200401,0.833107
"29850",0.766332,0.136366,2.4101783
"31851",0.8076204,2.861067,2.7521893
"13988",0.5902642,1.793492,0.568368
"11006",1.449762,0.297023,0.741852
"40707",1.0034668,2.945133,2.46955137
"23759",1.4027258,1.8356041,2.2114316
"11290",1.4096162,0.268484,0.780163999999999
"38879",1.03390443,2.6855526,2.8254144
"13585",0.6653806,2.1078003,0.779957
"11807",1.2480866,0.133319,0.909252
"37375",0.88366232,3.025216,1.7568536
"45418",1.4545893,2.2860833,2.8270851
"4765",0.720164,2.1528469,3.978345
"2798",0.9221936,2.5994871,3.3504603
"9335",1.0000611,1.5642024,0.142448
"37620",0.8404497,2.95279,1.35778
"38426",0.98047142,3.055317,1.8516932
"35843",1.03861805,2.963224,2.0938365
"45940",1.2874606,0.326661,2.9589185
"2918",1.2762965,2.2765372,3.81382
"42038",0.91445258,2.927851,1.305841
"3773",0.91358302,2.732653,2.9292232
"36680",0.8496771,2.653085,2.7108682
"14267",0.592517,1.266887,0.468448
"7687",1.01808708,2.844291,3.2329701
"7964",0.92068368,3.256693,3.1943789
"24208",1.5192136,2.6423272,1.9931284
"32905",0.7211926,1.0017106,2.45476791
"11046",1.4055362,1.2188765,0.811688
"24635",1.3862679,3.016474,1.6634763
"39862",0.91482587,2.819497,2.59832079
"41065",1.01001676,3.016341,2.3341944
"2756",1.3108738,2.0142627,3.903058
"40988",0.962443646,3.257912,2.3562223
"34985",1.3027615,2.804721,2.2713125
"9629",0.918391,1.9760422,0.203136000000001
"29978",0.7215931,0.593614,2.4133957
"26601",0.6233646,2.1501861,2.48483751
"13091",1.2748783,0.8625051,0.743172999999999
"44546",0.91318868,2.6897154,2.679503
"20023",0.968427448,1.8653134,0.460284
"42002",0.98790051,3.132633,1.8198421
"4656",1.2122868,3.146874,3.4408112
"37219",0.8785242,2.806604,2.4048439
"36409",0.87647615,2.849316,2.304057
"28098",0.4838445,2.85781,1.8198423
"29265",0.7163937,0.115800999999999,2.3473665
"32022",0.87111953,3.089284,2.59861875
"41437",0.99622797,3.150298,2.011103
"24273",1.5135117,2.6931502,1.9851571
"19078",0.92986274,2.5537858,0.748844
"12235",1.3733601,2.04499,0.728947999999999
"16804",0.93392607,2.811526,1.132654
"49216",1.3589803,2.908259,2.46901363
"7041",1.3641085,2.962766,3.2291739
"2627",0.5174369,2.783438,4.998936
"46281",1.1615997,0.268243,3.0498247
"21541",1.3058779,1.9888172,2.542287728
"6340",0.7893927,3.03531,3.624481
"7895",1.01210325,2.995117,3.138378
"41852",1.00298402,3.108394,1.9178167
"17178",1.6945596,2.3091401,0.868309
"7419",1.1552916,2.889923,3.1672628
"40443",0.89377609,2.6955735,2.6587979
"31587",0.5941426,2.1581386,2.7953372
"15728",0.7164995,0.390273,0.237026
"49134",1.2919653,2.908928,2.58459544
"21850",1.4683928,2.0822768,2.3349346
"44012",0.9308039,2.877217,2.4303594
"22545",1.0687497,1.64056565,2.4154691
"1307",0.2145927,2.5815971,4.92374
"20733",0.3079562,2.1533099,0.841466
"43614",0.93203661,2.937262,1.7809501
"37546",0.8026244,2.996111,1.503978
"41052",0.9935656,3.23559,2.3599351
"3977",0.7763529,2.3127501,3.878376
"12202",1.4150145,0.985613,0.675781000000001
"1890",0.6753525,3.009897,3.3274302
"15615",0.6883881,1.1199687,0.587644000000001
"47429",1.2662453,0.8330722,2.8385832
"26221",0.7591817,1.76596889,2.3184373
"48350",1.586018,2.5342942,2.4070025
"18332",0.91682804,2.6904697,0.954505000000001
"34412",0.93618259,2.981176,3.0618863
"13572",0.7901783,2.0855509,0.65948
"37823",0.9418969,2.828679,2.2312735
"540",0.92539226,2.4902244,3.5224923
"12331",1.3823003,0.669388,0.702301
"10554",1.4428861,0.0942410000000002,0.9125
"36964",0.87854075,2.970595,1.378621
"27005",0.5807218,2.3432284,2.4026106
"23272",1.4311719,2.575056,2.2511116
"26220",0.5971383,2.989404,1.8398252
"44252",0.98932353,2.909402,2.8452518
"15016",0.6546768,0.38457,0.193235999999999
"43289",0.91489962,2.896849,1.28798
"304",1.22991,2.6473883,3.3329856
"23195",1.4913169,1.902172,2.2016462
"47759",1.0990212,0.515442999999999,2.9759494
"40496",0.99676403,2.925685,2.52757612
"34838",1.1735655,2.961364,2.1881373
"20571",0.3531469,2.0897374,0.891301
"46845",1.2325993,0.505193,2.9462048
"29550",0.5009716,0.0979399999999995,2.342963
"21109",1.6887612,2.6043138,1.48221
"41359",1.01007608,3.187578,2.1767887
"152",1.1015663,2.4678523,3.551638
"1988",1.8879519,2.0475183,4.568624
"37689",0.87665385,2.892033,1.207493
"33349",0.4729297,1.75790166,2.6923301
"26477",0.5086672,2.948195,1.7557775
"35888",1.1798049,3.043765,1.8742645
"8595",0.0355894999999999,2.1742554,4.780708
"42963",0.965209144,2.78881,1.366361
"23968",1.5765707,2.0404588,1.9799975
"43381",0.98723092,2.900441,1.118009
"24250",1.3929184,2.894578,2.1245949
